Name,Holmes Code,Taxon Name,Rmni,Rmhi,Special Taxon,Aquatic Taxon,Plant Fn Gp,Algal Taxon,Authority,Trophic Rank,Nbncode,Changed By,Group Name,Removed,Changed On,Alt Taxon Name,Lmni Lp1,Lmni Lp2,Loch Fg Lp1,Loch Fg Lp2
280,,Didymosphenia geminata,,,,,,N,,,NHMSYS0000602368,LAMC,DEFAULT,F,07 09 2015,,,,,
544,,Mimulus x robertsii,,,,,,N,Silverside,,NHMSYS0001754799,LAMC,DEFAULT,F,09 07 2015,,,,,
545,324701,Mnium hornum,,,,,,N,Hedw.,,NBNSYS0000036641,LAMC,DEFAULT,F,09 07 2015,,,,,
546,324702,Mnium marginatum,,,,,,N,(Dicks.) P.Beauv.,,NBNSYS0000036644,LAMC,DEFAULT,F,09 07 2015,,,,,
285,322801,Ditrichum cylindricum,,,,,,N,,,NBNSYS0000036159,LAMC,DEFAULT,F,07 09 2015,,,,,
548,383501,Molinia caerulea,,,,,,N,(L.) Moench,,NBNSYS0000002499,LAMC,DEFAULT,F,09 07 2015,,,,,
288,,Draparnaldia,3.4337668,2.636573,,Y,19,N,,,NHMSYS0000602201,TIFO,DEFAULT,F,09 01 2016,Draparnaldia sp.,,,,
550,365001,Montia fontana,3.346275617,3.561608,,N,0,N,L.,8,NBNSYS0000003074,TIFO,DEFAULT,F,09 01 2016,,,,,
312,362504,Epilobium hirsutum,,,,,,N,,,NBNSYS0000003536,LAMC,DEFAULT,F,07 09 2015,,,,,
552,343601,Mylia taylori,,,,,,N,(Hook.) S.F.Gray,,NBNSYS0000035876,LAMC,DEFAULT,F,09 07 2015,,,,,
553,,Myosotis arvensis,,,,,,N,L.,,NBNSYS0000004012,LAMC,DEFAULT,F,09 07 2015,,,,,
554,,Myosotis laxa,4.823561779,5.4718433,,,0,N,,,NHMSYS0000460816,TIFO,DEFAULT,F,09 01 2016,,,,,
316,362508,Epilobium parviflorum,,,,,,N,Schreb.,,NHMSYS0000458403,LAMC,DEFAULT,F,07 09 2015,,,,,
556,365103,Myosotis secunda,4.740317031,5.439777,,N,0,N,A.Murray,,NBNSYS0000004006,TIFO,DEFAULT,F,09 01 2016,,,,,
557,365100,Myosotis sp. (laxa/scorpioides/secunda),7.003846396,7.06238,,N,0,N,,,NBNSYS0000037159,TIFO,DEFAULT,F,09 01 2016,,,,,
558,,Myosotis x suzae,,,,,,N,Domin,,NHMSYS0001754538,LAMC,DEFAULT,F,09 07 2015,,,,,
559,365201,Myosoton aquaticum,,,,,,N,(L.) Moench,,NBNSYS0000003028,LAMC,DEFAULT,F,09 07 2015,,,,,
560,365301,Myrica gale,,,,,,N,L.,,NBNSYS0000003631,LAMC,DEFAULT,F,09 07 2015,,,,,
317,362500,Epilobium,,,,,,N,,,NHMSYS0000458391,LAMC,DEFAULT,F,07 09 2015,Epilobium sp.,,,,
562,365401,Myriophyllum alterniflorum,3.438059669,5.1998825,,Y,7,N,DC.,8,NBNSYS0000003610,TIFO,DEFAULT,F,09 01 2016,,4.53669208,2.658401908,7,7
563,,Myriophyllum aquaticum,,,,,0,N,,,NHMSYS0000460832,TIFO,DEFAULT,F,09 01 2016,,4.638603524,6.873538174,7,7
564,365402,Myriophyllum heterophyllum,,,,,,N,Michaux,0,NBNSYS0000003611,LAMC,DEFAULT,F,09 07 2015,,,,,
323,350200,Equisetum,,,,,,N,,,NBNSYS0000037034,LAMC,DEFAULT,F,07 09 2015,Equisetum sp. (non-scoring),,,,
566,365403,Myriophyllum spicatum,8.260894372,7.9141863,,Y,7,N,L.,3,NBNSYS0000003608,TIFO,DEFAULT,F,09 01 2016,,7.8446687,6.232944122,7,7
567,365404,Myriophyllum verrucosum,,,,,,N,Lindley,0,NBNSYS0000003609,LAMC,DEFAULT,F,09 07 2015,,,,,
568,365405,Myriophyllum verticillatum,7.532267487,,Y,Y,7,N,,,NBNSYS0000003607,TIFO,DEFAULT,F,09 01 2016,,8.66686006,5.318823577,7,7
336,382400,Eriophorum,,,,,,N,,,NBNSYS0000132963,LAMC,DEFAULT,F,07 09 2015,Eriophorum sp,,,,
570,383602,Najas graminea,,,,,,N,Del.,,NBNSYS0000002152,LAMC,DEFAULT,F,09 07 2015,,,,,
571,383603,Najas marina,,,,,0,N,L.,,NBNSYS0000002153,TIFO,DEFAULT,F,09 01 2016,,8.83516414,5.235288586,14,14
341,999900,Filamentous algae (Lake LP),,,,N,0,Y,,,NHMSYS0020233928,TIFO,DEFAULT,F,09 01 2016,Filamentous algae (Lake LP),6.391661108,6.703531807,,
573,343701,Nardia compressa,1.048495663,2.89219385,,Y,23,N,(Hook.) S.F.Gray,10,NBNSYS0000035893,TIFO,DEFAULT,F,09 01 2016,,,,,
574,343702,Nardia geoscyphus,,,,,,N,(De Not.) Lindb.,,NBNSYS0000035894,LAMC,DEFAULT,F,09 07 2015,,,,,
575,,Nardia insecta,,,,,,N,,,NBNSYS0000041595,LAMC,DEFAULT,F,09 07 2015,,,,,
576,343703,Nardia scalaris,2.733870173,3,,Y,23,N,S.F.Gray,,NBNSYS0000022265,TIFO,DEFAULT,F,09 01 2016,,,,,
577,,Narthecium ossifragum,,,,,,N,(L.) Hyds.,,NHMSYS0000460927,LAMC,DEFAULT,F,09 07 2015,,,,,
578,324901,Neckera crispa,,,,,,N,,,NBNSYS0100013018,LAMC,DEFAULT,F,09 07 2015,,,,,
579,,Nitella confervacea,,,,,0,N,(Breb.) A. Braun ex Leonh.,,NHMSYS0000461040,TIFO,DEFAULT,F,09 01 2016,,4.906705094,3.280671463,2,2
342,999900,Filamentous green algae (River LP),7.610708596,7.03827,,Y,19,Y,,,NHMSYS0020234082,TIFO,DEFAULT,F,09 01 2016,Filamentous green algae (River LP),,,,
581,,Nitella gracilis,,,,,0,N,(Sm.) C. Agardh,,NHMSYS0000461048,TIFO,DEFAULT,F,09 01 2016,,4.379342567,3.555416918,2,2
582,,Nitella mucronata,,,,,0,N,(A. Braub) Miq.,,NHMSYS0000461051,TIFO,DEFAULT,F,09 01 2016,,8.420526994,5.669731864,2,2
360,323300,Fissidens,5.802227289,5.941265,,Y,22,N,,,NBNSYS0000133232,TIFO,DEFAULT,F,09 01 2016,Fissidens sp. (one of scoring taxa),,,,
367,,Fragilaria,,,,,,N,Lyngb. 1819,,NHMSYS0000602833,LAMC,DEFAULT,F,07 09 2015,Fragilaria sp.,,,,
585,220308,Nitella translucens,4.167828116,6.15162475,,Y,2,N,(Pers.) C. Agardh,,NBNSYS0000039874,TIFO,DEFAULT,F,09 01 2016,,5.174960421,2.730759825,2,2
586,,Nitellopsis obtusa,,,,,0,N,,,NHMSYS0000461066,TIFO,DEFAULT,F,09 01 2016,,7.617106328,5.234986539,2,2
587,,Nostoc commune,5.1446841,5.48329555,,Y,3,N,,,NBNSYS0100013954,TIFO,DEFAULT,F,09 01 2016,,,,,
588,,Nostoc parmelioides,4.122665386,4.97385125,,Y,3,N,,,NBNSYS0100013964,TIFO,DEFAULT,F,09 01 2016,,,,,
372,323500,Funaria,,,,,,N,,,NBNSYS0000133287,LAMC,DEFAULT,F,07 09 2015,Funaria sp,,,,
590,,Nostoc verrucosum,4.712455246,5.10947,,Y,3,N,,,NBNSYS0100013972,TIFO,DEFAULT,F,09 01 2016,,,,,
591,365501,Nuphar lutea,8.417841126,9.1606733,,Y,12,N,(L.) Smith,3,NBNSYS0000002758,TIFO,DEFAULT,F,09 01 2016,,6.92429996,7.465380066,12,12
592,,Nuphar lutea x pumila (N. x spenneriana),,,,,0,N,,,NBNSYS0000161773,TIFO,DEFAULT,F,09 01 2016,Nuphar x spenneriana,5.609630912,3.652048326,12,12
593,365502,Nuphar pumila,,,,,0,N,(Timm) DC.,,NBNSYS0000002759,TIFO,DEFAULT,F,09 01 2016,,5.32694338,4.824705482,12,12
376,362800,Galium,,,,,,N,,,NBNSYS0000004305,LAMC,DEFAULT,F,07 09 2015,Galium sp,,,,
595,365561,Nuphar x spenneriana,,,,,0,N,,,NBNSYS0100013997,TIFO,DEFAULT,F,09 01 2016,,,3.652048326,,12
596,365601,Nymphaea alba,5.693722266,8.41892915,,Y,12,N,,,NBNSYS0000002757,TIFO,DEFAULT,F,09 01 2016,,5.53979854,6.842630778,12,12
380,362961,Geum x intermedium,,,,,,N,Ehrh.,,NBNSYS0000161695,LAMC,DEFAULT,F,07 09 2015,,,,,
598,365701,Nymphoides peltata,9.365878991,9.79970885,,Y,10,N,,,NBNSYS0000003977,TIFO,DEFAULT,F,09 01 2016,,8.0656562,6.754704766,10,10
599,325001,Octodiceras fontanum,6.53885074,6.69747515,,Y,22,N,(La Pyl.) Lindb.,,NBNSYS0000036290,TIFO,DEFAULT,F,09 01 2016,,,,,
600,343801,Odontoschisma denudatum,,,,,,N,(Mart.) Dum.,,NBNSYS0000035811,LAMC,DEFAULT,F,09 07 2015,,,,,
601,,Odontoschisma sphagni,,,,,,N,,,NHMSYS0000310239,LAMC,DEFAULT,F,09 07 2015,,,,,
384,382502,Glyceria fluitans agg.,5.813758619,6.013595,,N,0,N,,,NHMSYS0020233935,TIFO,DEFAULT,F,09 01 2016,Glyceria fluitans agg,,,,
603,365801,Oenanthe aquatica,6.0565415,6.91108975,,Y,8,N,(L.) Poiret,,NBNSYS0000003694,TIFO,DEFAULT,F,09 01 2016,,8.30632632,,7,
604,365802,Oenanthe crocata,6.224559897,6.4830167,,Y,8,N,L.,7,NBNSYS0000003693,TIFO,DEFAULT,F,09 01 2016,,,,,
605,365803,Oenanthe fistulosa,8.265265041,8.30127235,,N,0,N,,,NBNSYS0000003689,TIFO,DEFAULT,F,09 01 2016,,,,,
606,365804,Oenanthe fluviatilis,8.574787881,8.54189015,,Y,8,N,(Bab.) Coleman,5,NBNSYS0000003695,TIFO,DEFAULT,F,09 01 2016,,,,,
607,365805,Oenanthe lachenalii,,,,,,N,C.Gmelin,,NBNSYS0000003692,LAMC,DEFAULT,F,09 07 2015,,,,,
608,365806,Oenanthe pimpinelloides,,,,,,N,L.,,NBNSYS0000003690,LAMC,DEFAULT,F,09 07 2015,,,,,
609,365807,Oenanthe silaifolia,,,,,,N,M.Bieb.,,NBNSYS0000003691,LAMC,DEFAULT,F,09 07 2015,,,,,
610,,Oligotrichum hercynicum,,,,,,N,,,NBNSYS0000036145,LAMC,DEFAULT,F,09 07 2015,,,,,
611,325102,Oncophorus wahlenbergii,,,,,,N,Brid.,,NBNSYS0000036202,LAMC,DEFAULT,F,09 07 2015,,,,,
389,363000,Gnaphalium,,,,,,N,,,NBNSYS0000133428,LAMC,DEFAULT,F,07 09 2015,,,,,
613,325201,Orthotrichum affine,,,,,,N,Brid.,,NBNSYS0000022272,LAMC,DEFAULT,F,09 07 2015,,,,,
614,,Orthotrichum anomalum,,,,,,N,,,NBNSYS0000036706,LAMC,DEFAULT,F,09 07 2015,,,,,
615,,Orthotrichum cupulatum,,,,,,N,,,NBNSYS0000036709,LAMC,DEFAULT,F,09 07 2015,,,,,
616,,Orthotrichum diaphanum,,,,,,N,,,NBNSYS0000036715,LAMC,DEFAULT,F,09 07 2015,,,,,
617,325203,Orthotrichum rivulare,4.711281986,5.56647505,,N,0,N,Turn.,,NBNSYS0000036704,TIFO,DEFAULT,F,09 01 2016,,,,,
618,,Orthotrichum rupestre,,,,,,N,,,NBNSYS0000036703,LAMC,DEFAULT,F,09 07 2015,,,,,
621,350400,Osmunda regalis,,,,,,N,L.,,NBNSYS0000135931,LAMC,DEFAULT,F,09 07 2015,,,,,
622,,Oxalis acetosella,,,,,,N,L.,,NBNSYS0000003175,LAMC,DEFAULT,F,09 07 2015,,,,,
623,365901,Oxyria digyna,,,,,,N,(L.) Hill,,NBNSYS0000003772,LAMC,DEFAULT,F,09 07 2015,,,,,
624,323202,Oxyrrhnchium speciosum,,,,,,N,(Brid.) Warnst.,,NBNSYS0000036898,LAMC,DEFAULT,F,09 07 2015,,,,,
625,323204,Oxyrrhynchium hians,,,,,,N,(Hedw.) Loeske,,NBNSYS0000036894,LAMC,DEFAULT,F,09 07 2015,,,,,
626,343901,Pallavicinia lyellii,,,,,,N,(Hook.) Carruth.,,NBNSYS0000036024,LAMC,DEFAULT,F,09 07 2015,,,,,
627,325301,Paludella squarrosa,,,,,,N,(Hedw.) Brid.,,NBNSYS0000036666,LAMC,DEFAULT,F,09 07 2015,,,,,
628,14210101,Paludicella articulata,,,,,,N,"(Ehrenberg, 1831)",,NBNSYS0000022317,LAMC,DEFAULT,F,09 07 2015,,,,,
629,,Palustriella commutata,4.605219314,3.75388525,,N,0,N,,,NBNSYS0000153140,TIFO,DEFAULT,F,09 01 2016,,,,,
632,344001,Pedinophyllum interruptum,,,,,,N,(Nees) Kaal.,,NBNSYS0000035958,LAMC,DEFAULT,F,09 07 2015,,,,,
633,344101,Pellia endiviifolia,6.495144049,6.48868255,,N,0,N,(Dicks.) Dum.,6,NBNSYS0000036023,TIFO,DEFAULT,F,09 01 2016,,,,,
634,344102,Pellia epiphylla,3.339918281,5.08982035,,N,0,N,,,NHMSYS0000310421,TIFO,DEFAULT,F,09 01 2016,,,,,
635,344103,Pellia neesiana,,,,,,N,(Gott.) Limpr. in Cohn.,,NBNSYS0000036022,LAMC,DEFAULT,F,09 07 2015,,,,,
637,,Persicaria amphibia,8.204473007,8.32610565,,Y,10,N,,,NHMSYS0000461597,TIFO,DEFAULT,F,09 01 2016,,7.2536008,8.247131412,10,10
638,366502,Persicaria campanulata,,,,,,N,Hook f.,,NBNSYS0000154473,LAMC,DEFAULT,F,09 07 2015,,,,,
639,,Persicaria hydropiper,6.965984313,7.53409215,,N,0,N,,,NHMSYS0000461603,TIFO,DEFAULT,F,09 01 2016,,,,,
640,366505,Persicaria lapathifolia,,,,,,N,L.,,NBNSYS0000154481,LAMC,DEFAULT,F,09 07 2015,,,,,
641,366509,Persicaria maculosa,,,,,,N,Gray,,NBNSYS0000154494,LAMC,DEFAULT,F,09 07 2015,,,,,
642,366506,Persicaria minor,,,,,,N,Hudson,,NBNSYS0000154485,LAMC,DEFAULT,F,09 07 2015,,,,,
643,366507,Persicaria mitis,,,,,,N,Schrank,,NBNSYS0000154486,LAMC,DEFAULT,F,09 07 2015,,,,,
644,366510,Persicaria sagittata,,,,,,N,L.,,NBNSYS0000154502,LAMC,DEFAULT,F,09 07 2015,,,,,
645,344201,Petalophyllum ralfsii,,,,,,N,(Wils.) Nees and Gott. ex Lehm.,,NBNSYS0000173069,LAMC,DEFAULT,F,09 07 2015,,,,,
647,366301,Peucedanum ostruthium,,,,,,N,(L.) Koch,,NBNSYS0000003708,LAMC,DEFAULT,F,09 07 2015,,,,,
648,383701,Phalaris arundinacea,7.517085955,7.24332555,,N,0,N,L.,,NBNSYS0000002669,TIFO,DEFAULT,F,09 01 2016,,,,,
649,325401,Philonotis arnellii,,,,,,N,Husn.,,NBNSYS0000036680,LAMC,DEFAULT,F,09 07 2015,,,,,
650,324502,Philonotis caespitosa,2.73598204,3.081819,,N,0,N,,,NHMSYS0000310277,TIFO,DEFAULT,F,09 01 2016,,,,,
651,325403,Philonotis calcarea,,,,,,N,(Br.Eur.) Schimp.,,NBNSYS0000036685,LAMC,DEFAULT,F,09 07 2015,,,,,
652,325404,Philonotis fontana,2.657696565,3.08893145,,N,0,N,,,NBNSYS0000036682,TIFO,DEFAULT,F,09 01 2016,,,,,
653,325405,Philonotis rigida,,,,,,N,Brid.,,NBNSYS0000036678,LAMC,DEFAULT,F,09 07 2015,,,,,
654,325406,Philonotis seriata,,,,,,N,Mitt.,,NBNSYS0000036684,LAMC,DEFAULT,F,09 07 2015,,,,,
656,325407,Philonotis tomentella,,,,,,N,Mol. in Lor.,,NBNSYS0000036683,LAMC,DEFAULT,F,09 07 2015,,,,,
658,383801,Phragmites australis,7.697872723,8.9427189,,N,0,N,,,NHMSYS0000461214,TIFO,DEFAULT,F,09 01 2016,,,,,
659,325601,Physcomitrium eurystomum,,,,,,N,Sendtn.,,NBNSYS0000036519,LAMC,DEFAULT,F,09 07 2015,,,,,
660,325602,Physcomitrium pyriforme,,,,,,N,(Hedw.) Brid.,,NBNSYS0000036518,LAMC,DEFAULT,F,09 07 2015,,,,,
662,325603,Physcomitrium sphaericum,,,,,,N,(Hedw.) Brid.,,NBNSYS0000036520,LAMC,DEFAULT,F,09 07 2015,,,,,
663,350501,Pilularia globulifera,,,,,0,N,L.,,NBNSYS0000002089,TIFO,DEFAULT,F,09 01 2016,,5.1786755,3.593621598,4,4
664,311701,Placopsis gelida,,,,,,N,(L.) Linds.,,NBNSYS0000018945,LAMC,DEFAULT,F,09 07 2015,,,,,
665,311801,Placynthium flabellosum,,,,,,N,(Tuck.) Zahlbr.,,NBNSYS0000019340,LAMC,DEFAULT,F,09 07 2015,,,,,
666,311803,Placynthium pannariellum,,,,,,N,(Nyl.) H. Magn.,,NBNSYS0000019345,LAMC,DEFAULT,F,09 07 2015,,,,,
667,311804,Placynthium tantaleum,,,,,,N,(Hepp) Hue,,NBNSYS0000019348,LAMC,DEFAULT,F,09 07 2015,,,,,
669,,Plagiochila porelloides,,,,,,N,,,NHMSYS0000310301,LAMC,DEFAULT,F,09 07 2015,,,,,
670,344303,Plagiochilla exigua,,,,,,N,(Taylor) Taylor,,NBNSYS0100014604,LAMC,DEFAULT,F,09 07 2015,,,,,
671,344302,Plagiochilla punctata,,,,,,N,,,NBNSYS0100014603,LAMC,DEFAULT,F,09 07 2015,,,,,
672,,Plagiomnium elatum,,,,,,N,(Bruch and Schimp.) TJ Kop.,,NHMSYS0000310312,LAMC,DEFAULT,F,09 07 2015,,,,,
673,325703,Plagiomnium medium,,,,,,N,(Br.Eur.) Kop.,,NBNSYS0000036656,LAMC,DEFAULT,F,09 07 2015,,,,,
674,325704,Plagiomnium rostratum,,,,,,N,(Schrad.) Kop.,,NBNSYS0000036659,LAMC,DEFAULT,F,09 07 2015,,,,,
676,325705,Plagiomnium undulatum,,,,,,N,(Hedw.) Kop.,,NBNSYS0000036658,LAMC,DEFAULT,F,09 07 2015,,,,,
677,325801,Plagiothecium nemorale,,,,,,N,(Mitt.) Jaeg.,,NBNSYS0000036918,LAMC,DEFAULT,F,09 07 2015,,,,,
678,325802,Plagiothecium platyphyllum,,,,,,N,Moenk.,,NBNSYS0000036915,LAMC,DEFAULT,F,09 07 2015,,,,,
679,325803,Plagiothecium ruthei,,,,,,N,Limpr.,,NBNSYS0000036912,LAMC,DEFAULT,F,09 07 2015,,,,,
680,325805,Plagiothecium undulatum,,,,,,N,(Hedw.) Br.Eur.,,NBNSYS0000036919,LAMC,DEFAULT,F,09 07 2015,,,,,
681,,Plantago lanceolata,,,,,,N,L.,,NBNSYS0000004275,LAMC,DEFAULT,F,09 07 2015,,,,,
682,366401,Plantago maritima,,,,,,N,L.,,NBNSYS0000004276,LAMC,DEFAULT,F,09 07 2015,,,,,
683,,Platyhypnidium alopecuroides,4.347336843,3.8193439,,Y,21,N,,,,TIFO,DEFAULT,F,09 01 2016,,,,,
685,344401,Plectocolea hyalina,,,,,,N,(Lyell) Mitt.,,NBNSYS0000154199,LAMC,DEFAULT,F,09 07 2015,,,,,
686,344402,Plectocolea obovata,,,,,,N,,,NBNSYS0000102524,LAMC,DEFAULT,F,09 07 2015,,,,,
687,344404,Plectocolea subelliptica,,,,,,N,(Lindb. ex Kaal.) Evans,,NBNSYS0000154201,LAMC,DEFAULT,F,09 07 2015,,,,,
688,325900,Pleuridium acuminatum,,,,,,N,Lindb.,,NBNSYS0000136709,LAMC,DEFAULT,F,09 07 2015,,,,,
690,344500,Pleurozia purpurea,,,,,,N,Lindb.,,NBNSYS0000136723,LAMC,DEFAULT,F,09 07 2015,,,,,
691,14120203,Plumatella fruticosa,,,,,,N,"Allman, 1844",,NBNSYS0000022302,LAMC,DEFAULT,F,09 07 2015,,,,,
692,,Poa annua,,,,,,N,L.,,NBNSYS0000002544,LAMC,DEFAULT,F,09 07 2015,,,,,
693,,Poa trivialis,,,,,,N,,,NBNSYS0000002557,LAMC,DEFAULT,F,09 07 2015,,,,,
694,326001,Pogonatum aloides,,,,,,N,(Hedw.) P.Beauv.,,NBNSYS0000036142,LAMC,DEFAULT,F,09 07 2015,,,,,
695,326101,Pohlia bulbifera,,,,,,N,(Warnst.) Warnst.,,NBNSYS0000036559,LAMC,DEFAULT,F,09 07 2015,,,,,
696,326103,Pohlia carnea,,,,,,N,(Schimp.) Lindb.,,NBNSYS0000036567,LAMC,DEFAULT,F,09 07 2015,,,,,
697,,Pohlia drummondii,,,,,,N,,,NHMSYS0000310364,LAMC,DEFAULT,F,09 07 2015,,,,,
698,326105,Pohlia filum,,,,,,N,(Schimp.) Mart.,,NBNSYS0000036557,LAMC,DEFAULT,F,09 07 2015,,,,,
699,326106,Pohlia lescuriana,,,,,,N,(Sull.) Andrews in Grout,,NBNSYS0000036566,LAMC,DEFAULT,F,09 07 2015,,,,,
700,326107,Pohlia lutescens,,,,,,N,(Limpr.) Lindb.f.,,NBNSYS0000036565,LAMC,DEFAULT,F,09 07 2015,,,,,
701,,Pohlia melanodon,,,,,,N,,,NHMSYS0000310374,LAMC,DEFAULT,F,09 07 2015,,,,,
702,326108,Pohlia muyldermansii,,,,,,N,Wilcz. and Demar.,,NBNSYS0000036562,LAMC,DEFAULT,F,09 07 2015,,,,,
704,311901,Polyblastia cruenta,,,,,,N,(K¿rb.) P. James and Swinscow,,NBNSYS0000020619,LAMC,DEFAULT,F,09 07 2015,,,,,
705,311902,Polyblastia cupularis,,,,,,N,A. Massal.,,NBNSYS0000020620,LAMC,DEFAULT,F,09 07 2015,,,,,
706,311903,Polyblastia quartzina,,,,,,N,Lynge,,NBNSYS0000020629,LAMC,DEFAULT,F,09 07 2015,,,,,
707,312001,Polychidium muscicola,,,,,,N,(Sw.) Gray,,NBNSYS0000018953,LAMC,DEFAULT,F,09 07 2015,,,,,
708,,Polygala serpyllifolia,,,,,,N,Hose,,NHMSYS0000461832,LAMC,DEFAULT,F,09 07 2015,,,,,
709,380202,Polypogon viridis,,,,,,N,(Gouan) Breistr.,,NHMSYS0100000408,LAMC,DEFAULT,F,09 07 2015,,,,,
710,366601,Populus canescens,,,,,,N,,,NBNSYS0100014745,LAMC,DEFAULT,F,09 07 2015,,,,,
711,366602,Populus gileadensis,,,,,,N,Rouleau,,NHMSYS0100002562,LAMC,DEFAULT,F,09 07 2015,,,,,
713,,Porella arboris-vitae,,,,,,N,,,NBNSYS0000035981,LAMC,DEFAULT,F,09 07 2015,,,,,
714,344601,Porella cordaeana ,4.94640322,5,,Y,23,N,,,NHMSYS0000310401,TIFO,DEFAULT,F,09 01 2016,,,,,
715,,Porella obtusata,,,,,,N,,,NHMSYS0000310404,LAMC,DEFAULT,F,09 07 2015,,,,,
716,344602,Porella pinnata,4.906043088,5.2025346,,Y,23,N,,,NBNSYS0000035980,TIFO,DEFAULT,F,09 01 2016,,,,,
717,344603,Porella platyphylla,,,,,,N,(L.) Pfeiff.,,NBNSYS0000022259,LAMC,DEFAULT,F,09 07 2015,,,,,
718,312101,Porina ahlesiana,,,,,,N,(K¿rb.) Zahlbr.,,NBNSYS0000019883,LAMC,DEFAULT,F,09 07 2015,,,,,
719,312105,Porina interjungens,,,,,,N,(Nyl.) Zahlbr.,,NBNSYS0000019894,LAMC,DEFAULT,F,09 07 2015,,,,,
720,312201,Porocyphus kenmorensis,,,,,,N,(F.C. Holl ex Nyl.) Henssen,,NBNSYS0000018957,LAMC,DEFAULT,F,09 07 2015,,,,,
721,384002,Potamogeton alpinus,4.962628523,6.2566238,,Y,16,N,Balbis,7,NBNSYS0000002132,TIFO,DEFAULT,F,09 01 2016,,5.78824742,4.483391265,16,16
722,,Potamogeton alpinus x praelongus (P. x griffithii),,,,,0,N,,,NHMSYS0001754671,TIFO,DEFAULT,F,09 01 2016,Potamogeton x griffithii,5.239266361,2.566725218,16,16
723,384003,Potamogeton berchtoldii,7.345437859,7.7584357,,Y,14,N,Fieber,4,NBNSYS0000002140,TIFO,DEFAULT,F,09 01 2016,,6.06769348,6.57546249,14,14
724,384004,Potamogeton coloratus,,,,,0,N,Hornem.,,NBNSYS0000002128,TIFO,DEFAULT,F,09 01 2016,,6.69741946,3.46293964,16,16
725,384005,Potamogeton compressus,8.325625662,9,,Y,14,N,L.,,NBNSYS0000002142,TIFO,DEFAULT,F,09 01 2016,,7.99800456,5.178044281,14,14
726,384006,Potamogeton crispus,8.023686239,7.85764835,,Y,17,N,,,NBNSYS0000002144,TIFO,DEFAULT,F,09 01 2016,,7.64359954,7.504223385,17,17
727,,Potamogeton crispus x perfoliatus (P x cooperi),,,,,0,N,,,NHMSYS0001754454,TIFO,DEFAULT,F,09 01 2016,Potamogeton x cooperi,5.66936279,4.927355993,17,17
728,384007,Potamogeton epihydrus,,,,,0,N,Raf.,,NBNSYS0000002135,TIFO,DEFAULT,F,09 01 2016,,2.78293528,1.000201944,16,16
729,384008,Potamogeton filiformis,6.003744816,7.6226964,,Y,15,N,,,NBNSYS0000002145,TIFO,DEFAULT,F,09 01 2016,,6.1639851,3.681298579,15,15
730,,Potamogeton filiformis x pectinatus (P. x suecicus),,,,,0,N,,,NHMSYS0001754766,TIFO,DEFAULT,F,09 01 2016,Potamogeton x suecicus,6.113854063,4.622898525,15,15
731,384009,Potamogeton friesii,8.194924537,9.092442,,Y,14,N,,,NBNSYS0000002136,TIFO,DEFAULT,F,09 01 2016,,7.64289238,4.707508962,14,14
732,,Potamogeton friesii x crispus (P x lintonii),,,,,0,N,,,NHMSYS0001754455,TIFO,DEFAULT,F,09 01 2016,Potamogeton x lintonii,8.348283709,7.209536492,14,14
733,384010,Potamogeton gramineus,4.235508116,5.69112375,,Y,16,N,,,NBNSYS0000002131,TIFO,DEFAULT,F,09 01 2016,,5.51186572,2.845512026,16,16
734,,Potamogeton gramineus x lucens (P. x angustifolius),,,,,0,N,,,NHMSYS0001754504,TIFO,DEFAULT,F,09 01 2016,Potamogeton x zizii,5.693443885,4.044232058,16,16
735,,Potamogeton gramineus x natans (P. x sparganifolius),,,,,0,N,,,NHMSYS0001754506,TIFO,DEFAULT,F,09 01 2016,Potamogeton x sparganifolius,5.541423564,3.713317419,16,16
736,,Potamogeton gramineus x perfoliatus (P. x nitens),,,,,0,N,,,NHMSYS0001754739,TIFO,DEFAULT,F,09 01 2016,Potamogeton x nitens,5.597388567,3.478284952,17,17
737,384011,Potamogeton lucens,8.539425194,8.7922725,,Y,17,N,L.,3,NBNSYS0000002130,TIFO,DEFAULT,F,09 01 2016,,7.0172915,4.371307167,17,17
738,,Potamogeton lucens x perfoliatus (P x salicifolius),,,,,0,N,,,NHMSYS0001754815,TIFO,DEFAULT,F,09 01 2016,Potamogeton x salicifolius,6.88633254,5.890923129,17,17
739,384012,Potamogeton natans,5.6941196,7.54397725,,Y,16,N,,,NBNSYS0000002126,TIFO,DEFAULT,F,09 01 2016,,5.15793214,4.713809548,16,16
740,384013,Potamogeton nodosus,7.052404291,8.78925875,,Y,16,N,Poiret,,NBNSYS0000002129,TIFO,DEFAULT,F,09 01 2016,,,,,
741,384014,Potamogeton obtusifolius,5.838080553,6.79560285,,Y,14,N,,,NHMSYS0000461997,TIFO,DEFAULT,F,09 01 2016,,6.71769138,6.967132231,14,14
742,384015,Potamogeton pectinatus,9.59037245,8.58239495,,Y,15,N,,,NBNSYS0000002146,TIFO,DEFAULT,F,09 01 2016,,8.24704274,7.19393862,15,15
743,384016,Potamogeton perfoliatus,8.163944984,8.1388915,,Y,17,N,L.,4,NBNSYS0000002134,TIFO,DEFAULT,F,09 01 2016,,5.82549118,4.418705067,17,17
744,384017,Potamogeton polygonifolius,1.708069366,4.6894738,,Y,16,N,,,NBNSYS0000461999,TIFO,DEFAULT,F,09 01 2016,,3.49669544,2.392427372,16,16
