Location Code,Media,Date Taken,Sampler Id,Sample Number,Test Number,Comments,Purpose,Wfd Purpose,Analysis Name,Analysis Repname,Result Number,Result Order,Determinand Code,Determinand,Result,Units,Taxon,Nbn Code,Maitland Code,Whitton Code
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519743,,Planned,,DIAT_TST,Diatom Taxa,50508542,2,0,Taxon abundance,1,NONE,Nitzschia debilis,NBNSYS0100015214,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519744,,Planned,,DIAT_TST,Diatom Taxa,50508543,1,0,Taxon name,Achnanthidium minutissimum type,NONE,Achnanthidium minutissimum type,,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519744,,Planned,,DIAT_TST,Diatom Taxa,50508544,2,0,Taxon abundance,3,NONE,Achnanthidium minutissimum type,,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519745,,Planned,,DIAT_TST,Diatom Taxa,50508545,1,0,Taxon name,Nitzschia palea var. debilis,NONE,Nitzschia palea var. debilis,NBNSYS0100013881,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519745,,Planned,,DIAT_TST,Diatom Taxa,50508546,2,0,Taxon abundance,4,NONE,Nitzschia palea var. debilis,NBNSYS0100013881,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519746,,Planned,,DIAT_TST,Diatom Taxa,50508547,1,0,Taxon name,Reimeria sinuata,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519746,,Planned,,DIAT_TST,Diatom Taxa,50508548,2,0,Taxon abundance,1,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519747,,Planned,,DIAT_TST,Diatom Taxa,50508549,1,0,Taxon name,Nitzschia sociabilis,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519747,,Planned,,DIAT_TST,Diatom Taxa,50508550,2,0,Taxon abundance,1,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519748,,Planned,,DIAT_TST,Diatom Taxa,50508551,1,0,Taxon name,Nitzschia palea,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519748,,Planned,,DIAT_TST,Diatom Taxa,50508552,2,0,Taxon abundance,2,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519749,,Planned,,DIAT_TST,Diatom Taxa,50508553,1,0,Taxon name,Gomphonema sp.,NONE,Gomphonema sp.,NBNSYS0100013914,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519749,,Planned,,DIAT_TST,Diatom Taxa,50508554,2,0,Taxon abundance,4,NONE,Gomphonema sp.,NBNSYS0100013914,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519750,,Planned,,DIAT_TST,Diatom Taxa,50508555,1,0,Taxon name,Gomphonema parvulum,NONE,Gomphonema parvulum,NBNSYS0100012209,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519750,,Planned,,DIAT_TST,Diatom Taxa,50508556,2,0,Taxon abundance,2,NONE,Gomphonema parvulum,NBNSYS0100012209,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519751,,Planned,,DIAT_TST,Diatom Taxa,50508557,1,0,Taxon name,Navicula phyllepta,NONE,Navicula phyllepta,NBNSYS0100013529,,
536475,RIV_BIOTA,07/11/2017,ROWH,3296662,10519751,,Planned,,DIAT_TST,Diatom Taxa,50508558,2,0,Taxon abundance,2,NONE,Navicula phyllepta,NBNSYS0100013529,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587349,,Planned,,DIAT_TST,Diatom Taxa,50848069,2,0,Taxon abundance,13,NONE,Surirella brebissonii,NBNSYS0100015965,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587349,,Planned,,DIAT_TST,Diatom Taxa,50848068,1,0,Taxon name,Surirella brebissonii,NONE,Surirella brebissonii,NBNSYS0100015965,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587351,,Planned,,DIAT_TST,Diatom Taxa,50848073,2,0,Taxon abundance,17,NONE,Navicula tripunctata,NBNSYS0100013626,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587351,,Planned,,DIAT_TST,Diatom Taxa,50848072,1,0,Taxon name,Navicula tripunctata,NONE,Navicula tripunctata,NBNSYS0100013626,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587347,,Planned,,DIAT_TST,Diatom Taxa,50848065,2,0,Taxon abundance,32,NONE,Cocconeis placentula,NBNSYS0100010346,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587347,,Planned,,DIAT_TST,Diatom Taxa,50848064,1,0,Taxon name,Cocconeis placentula,NONE,Cocconeis placentula,NBNSYS0100010346,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587348,,Planned,,DIAT_TST,Diatom Taxa,50848067,2,0,Taxon abundance,65,NONE,Melosira varians,NBNSYS0100013030,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587348,,Planned,,DIAT_TST,Diatom Taxa,50848066,1,0,Taxon name,Melosira varians,NONE,Melosira varians,NBNSYS0100013030,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587350,,Planned,,DIAT_TST,Diatom Taxa,50848071,2,0,Taxon abundance,4,NONE,Surirella minuta,NBNSYS0100015993,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587350,,Planned,,DIAT_TST,Diatom Taxa,50848070,1,0,Taxon name,Surirella minuta,NONE,Surirella minuta,NBNSYS0100015993,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587352,,Planned,,DIAT_TST,Diatom Taxa,50848075,2,0,Taxon abundance,6,NONE,Encyonema minutum,NBNSYS0100011530,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587352,,Planned,,DIAT_TST,Diatom Taxa,50848074,1,0,Taxon name,Encyonema minutum,NONE,Encyonema minutum,NBNSYS0100011530,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587353,,Planned,,DIAT_TST,Diatom Taxa,50848077,2,0,Taxon abundance,5,NONE,Planothidium frequentissimum,NBNSYS0100014621,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587353,,Planned,,DIAT_TST,Diatom Taxa,50848076,1,0,Taxon name,Planothidium frequentissimum,NONE,Planothidium frequentissimum,NBNSYS0100014621,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587354,,Planned,,DIAT_TST,Diatom Taxa,50848079,2,0,Taxon abundance,17,NONE,Navicula lanceolata,NBNSYS0100013476,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587354,,Planned,,DIAT_TST,Diatom Taxa,50848078,1,0,Taxon name,Navicula lanceolata,NONE,Navicula lanceolata,NBNSYS0100013476,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587355,,Planned,,DIAT_TST,Diatom Taxa,50848081,2,0,Taxon abundance,7,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587355,,Planned,,DIAT_TST,Diatom Taxa,50848080,1,0,Taxon name,Navicula gregaria,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587356,,Planned,,DIAT_TST,Diatom Taxa,50848083,2,0,Taxon abundance,3,NONE,Centric undif.,NBNSYS0100013438,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587356,,Planned,,DIAT_TST,Diatom Taxa,50848082,1,0,Taxon name,Centric undif.,NONE,Centric undif.,NBNSYS0100013438,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587468,,Planned,,DIAT_TST,Diatom Taxa,50848537,2,0,Taxon abundance,3,NONE,Gomphonema parvulum,NBNSYS0100012209,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587468,,Planned,,DIAT_TST,Diatom Taxa,50848536,1,0,Taxon name,Gomphonema parvulum,NONE,Gomphonema parvulum,NBNSYS0100012209,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587470,,Planned,,DIAT_TST,Diatom Taxa,50848541,2,0,Taxon abundance,2,NONE,Navicula sp.,NBNSYS0100013880,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587470,,Planned,,DIAT_TST,Diatom Taxa,50848540,1,0,Taxon name,Navicula sp.,NONE,Navicula sp.,NBNSYS0100013880,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587467,,Planned,,DIAT_TST,Diatom Taxa,50848535,2,0,Taxon abundance,13,NONE,Achnanthidium minutissimum type,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587467,,Planned,,DIAT_TST,Diatom Taxa,50848534,1,0,Taxon name,Achnanthidium minutissimum type,NONE,Achnanthidium minutissimum type,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587469,,Planned,,DIAT_TST,Diatom Taxa,50848539,2,0,Taxon abundance,4,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587469,,Planned,,DIAT_TST,Diatom Taxa,50848538,1,0,Taxon name,Nitzschia palea,NONE,Nitzschia palea,NBNSYS0100013880,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587471,,Planned,,DIAT_TST,Diatom Taxa,50848543,2,0,Taxon abundance,5,NONE,Fragilaria capucina,NBNSYS0100012004,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587471,,Planned,,DIAT_TST,Diatom Taxa,50848542,1,0,Taxon name,Fragilaria capucina,NONE,Fragilaria capucina,NBNSYS0100012004,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587477,,Planned,,DIAT_TST,Diatom Taxa,50848545,2,0,Taxon abundance,4,NONE,Planothidium lanceolatum,NBNSYS0100014625,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587477,,Planned,,DIAT_TST,Diatom Taxa,50848544,1,0,Taxon name,Planothidium lanceolatum,NONE,Planothidium lanceolatum,NBNSYS0100014625,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587478,,Planned,,DIAT_TST,Diatom Taxa,50848547,2,0,Taxon abundance,2,NONE,Fragilaria vaucheriae,NBNSYS0100012022,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587478,,Planned,,DIAT_TST,Diatom Taxa,50848546,1,0,Taxon name,Fragilaria vaucheriae,NONE,Fragilaria vaucheriae,NBNSYS0100012022,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587479,,Planned,,DIAT_TST,Diatom Taxa,50848549,2,0,Taxon abundance,1,NONE,Synedra ulna,NBNSYS0100016067,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587479,,Planned,,DIAT_TST,Diatom Taxa,50848548,1,0,Taxon name,Synedra ulna,NONE,Synedra ulna,NBNSYS0100016067,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587480,,Planned,,DIAT_TST,Diatom Taxa,50848551,2,0,Taxon abundance,1,NONE,Surirella angusta,NBNSYS0100015953,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587480,,Planned,,DIAT_TST,Diatom Taxa,50848550,1,0,Taxon name,Surirella angusta,NONE,Surirella angusta,NBNSYS0100015953,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587481,,Planned,,DIAT_TST,Diatom Taxa,50848553,2,0,Taxon abundance,5,NONE,Gomphonema olivaceum,NBNSYS0100012203,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587481,,Planned,,DIAT_TST,Diatom Taxa,50848552,1,0,Taxon name,Gomphonema olivaceum,NONE,Gomphonema olivaceum,NBNSYS0100012203,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587491,,Planned,,DIAT_TST,Diatom Taxa,50848603,2,0,Taxon abundance,1,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587491,,Planned,,DIAT_TST,Diatom Taxa,50848602,1,0,Taxon name,Reimeria sinuata,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587487,,Planned,,DIAT_TST,Diatom Taxa,50848595,2,0,Taxon abundance,20,NONE,Gomphonema sp.,NBNSYS0100012203,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587487,,Planned,,DIAT_TST,Diatom Taxa,50848594,1,0,Taxon name,Gomphonema sp.,NONE,Gomphonema sp.,NBNSYS0100012203,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587488,,Planned,,DIAT_TST,Diatom Taxa,50848597,2,0,Taxon abundance,1,NONE,Adlafia minuscula var. muralis,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587488,,Planned,,DIAT_TST,Diatom Taxa,50848596,1,0,Taxon name,Adlafia minuscula var. muralis,NONE,Adlafia minuscula var. muralis,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587489,,Planned,,DIAT_TST,Diatom Taxa,50848599,2,0,Taxon abundance,2,NONE,Mayamaea atomus var. permitis,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587489,,Planned,,DIAT_TST,Diatom Taxa,50848598,1,0,Taxon name,Mayamaea atomus var. permitis,NONE,Mayamaea atomus var. permitis,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587490,,Planned,,DIAT_TST,Diatom Taxa,50848601,2,0,Taxon abundance,3,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587490,,Planned,,DIAT_TST,Diatom Taxa,50848600,1,0,Taxon name,Nitzschia sociabilis,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587502,,Planned,,DIAT_TST,Diatom Taxa,50848630,2,0,Taxon abundance,1,NONE,Nitzschia disputata,NBNSYS0100014982,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587502,,Planned,,DIAT_TST,Diatom Taxa,50848629,1,0,Taxon name,Nitzschia disputata,NONE,Nitzschia disputata,NBNSYS0100014982,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587503,,Planned,,DIAT_TST,Diatom Taxa,50848632,2,0,Taxon abundance,1,NONE,Achnanthes sp.,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587503,,Planned,,DIAT_TST,Diatom Taxa,50848631,1,0,Taxon name,Achnanthes sp.,NONE,Achnanthes sp.,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587504,,Planned,,DIAT_TST,Diatom Taxa,50848634,2,0,Taxon abundance,3,NONE,Navicula minima,NBNSYS0100013499,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587504,,Planned,,DIAT_TST,Diatom Taxa,50848633,1,0,Taxon name,Navicula minima,NONE,Navicula minima,NBNSYS0100013499,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587505,,Planned,,DIAT_TST,Diatom Taxa,50848636,2,0,Taxon abundance,1,NONE,Nitzschia constricta,NBNSYS0100013499,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587505,,Planned,,DIAT_TST,Diatom Taxa,50848635,1,0,Taxon name,Nitzschia constricta,NONE,Nitzschia constricta,NBNSYS0100013499,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587506,,Planned,,DIAT_TST,Diatom Taxa,50848638,2,0,Taxon abundance,7,NONE,Navicula cryptotenella,NBNSYS0100013383,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587506,,Planned,,DIAT_TST,Diatom Taxa,50848637,1,0,Taxon name,Navicula cryptotenella,NONE,Navicula cryptotenella,NBNSYS0100013383,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587507,,Planned,,DIAT_TST,Diatom Taxa,50848665,2,0,Taxon abundance,1,NONE,Achnanthidium pyrenaicum,NBNSYS0100013383,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587507,,Planned,,DIAT_TST,Diatom Taxa,50848664,1,0,Taxon name,Achnanthidium pyrenaicum,NONE,Achnanthidium pyrenaicum,NBNSYS0100013383,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587508,,Planned,,DIAT_TST,Diatom Taxa,50848667,2,0,Taxon abundance,1,NONE,Navicula atomus,NBNSYS0100013330,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587508,,Planned,,DIAT_TST,Diatom Taxa,50848666,1,0,Taxon name,Navicula atomus,NONE,Navicula atomus,NBNSYS0100013330,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587509,,Planned,,DIAT_TST,Diatom Taxa,50848668,1,0,Taxon name,Nitzschia capitellata,NONE,Nitzschia capitellata,NBNSYS0100013797,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587509,,Planned,,DIAT_TST,Diatom Taxa,50848669,2,0,Taxon abundance,1,NONE,Nitzschia capitellata,NBNSYS0100013797,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587510,,Planned,,DIAT_TST,Diatom Taxa,50848671,2,0,Taxon abundance,2,NONE,Amphora sp.,NBNSYS0100013797,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587510,,Planned,,DIAT_TST,Diatom Taxa,50848670,1,0,Taxon name,Amphora sp.,NONE,Amphora sp.,NBNSYS0100013797,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587511,,Planned,,DIAT_TST,Diatom Taxa,50848673,2,0,Taxon abundance,1,NONE,Sellaphora sp.,,,
536475,RIV_BIOTA,17/08/2017,ROWH,3296652,10587511,,Planned,,DIAT_TST,Diatom Taxa,50848672,1,0,Taxon name,Sellaphora sp.,NONE,Sellaphora sp.,,,
536475,RIV_BIOTA,09/08/2018,ROWH,3480700,10811161,,Planned,,DIAT_TST,Diatom Taxa,51815441,1,0,Taxon name,Navicula claytonii,NONE,Navicula claytonii,NBNSYS0100013364,,
536475,RIV_BIOTA,09/08/2018,ROWH,3480700,10811161,,Planned,,DIAT_TST,Diatom Taxa,51815442,2,0,Taxon abundance,21,NONE,Navicula claytonii,NBNSYS0100013364,,
536475,RIV_BIOTA,30/08/2018,ROWH,3480704,10811168,,Planned,,DIAT_TST,Diatom Taxa,51815482,2,0,Taxon abundance,4,NONE,Cocconeis pediculus,NBNSYS0100010344,,
536475,RIV_BIOTA,30/08/2018,ROWH,3480704,10811168,,Planned,,DIAT_TST,Diatom Taxa,51815481,1,0,Taxon name,Cocconeis pediculus,NONE,Cocconeis pediculus,NBNSYS0100010344,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148154,,Planned,,DIAT_TST,Diatom Taxa,53191399,2,0,Taxon abundance,15,NONE,Nitzschia archibaldii,NBNSYS0100013784,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148154,,Planned,,DIAT_TST,Diatom Taxa,53191398,1,0,Taxon name,Nitzschia archibaldii,NONE,Nitzschia archibaldii,NBNSYS0100013784,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148155,,Planned,,DIAT_TST,Diatom Taxa,53191401,2,0,Taxon abundance,3,NONE,Eolimna minima,NBNSYS0100013784,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148155,,Planned,,DIAT_TST,Diatom Taxa,53191400,1,0,Taxon name,Eolimna minima,NONE,Eolimna minima,NBNSYS0100013784,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148152,,Planned,,DIAT_TST,Diatom Taxa,53191395,2,0,Taxon abundance,49,NONE,Achnanthidium minutissimum type,NBNSYS0100015965,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148152,,Planned,,DIAT_TST,Diatom Taxa,53191394,1,0,Taxon name,Achnanthidium minutissimum type,NONE,Achnanthidium minutissimum type,NBNSYS0100015965,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148153,,Planned,,DIAT_TST,Diatom Taxa,53191397,2,0,Taxon abundance,65,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148153,,Planned,,DIAT_TST,Diatom Taxa,53191396,1,0,Taxon name,Navicula gregaria,NONE,Navicula gregaria,NBNSYS0100013438,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148156,,Planned,,DIAT_TST,Diatom Taxa,53191403,2,0,Taxon abundance,30,NONE,Navicula lanceolata,NBNSYS0100013476,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148156,,Planned,,DIAT_TST,Diatom Taxa,53191402,1,0,Taxon name,Navicula lanceolata,NONE,Navicula lanceolata,NBNSYS0100013476,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148157,,Planned,,DIAT_TST,Diatom Taxa,53191405,2,0,Taxon abundance,6,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148157,,Planned,,DIAT_TST,Diatom Taxa,53191404,1,0,Taxon name,Reimeria sinuata,NONE,Reimeria sinuata,NBNSYS0100014982,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148158,,Planned,,DIAT_TST,Diatom Taxa,53191407,2,0,Taxon abundance,3,NONE,Planothidium frequentissimum,NBNSYS0100014621,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148158,,Planned,,DIAT_TST,Diatom Taxa,53191406,1,0,Taxon name,Planothidium frequentissimum,NONE,Planothidium frequentissimum,NBNSYS0100014621,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148159,,Planned,,DIAT_TST,Diatom Taxa,53191409,2,0,Taxon abundance,13,NONE,Planothidium lanceolatum,NBNSYS0100014625,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148159,,Planned,,DIAT_TST,Diatom Taxa,53191408,1,0,Taxon name,Planothidium lanceolatum,NONE,Planothidium lanceolatum,NBNSYS0100014625,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148160,,Planned,,DIAT_TST,Diatom Taxa,53191411,2,0,Taxon abundance,3,NONE,Gomphonema olivaceum,NBNSYS0100012203,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148160,,Planned,,DIAT_TST,Diatom Taxa,53191410,1,0,Taxon name,Gomphonema olivaceum,NONE,Gomphonema olivaceum,NBNSYS0100012203,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148161,,Planned,,DIAT_TST,Diatom Taxa,53191413,2,0,Taxon abundance,1,NONE,Navicula cryptocephala,NBNSYS0100013377,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148161,,Planned,,DIAT_TST,Diatom Taxa,53191412,1,0,Taxon name,Navicula cryptocephala,NONE,Navicula cryptocephala,NBNSYS0100013377,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148162,,Planned,,DIAT_TST,Diatom Taxa,53191415,2,0,Taxon abundance,7,NONE,Cocconeis placentula var. euglypta,NBNSYS0100010347,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148162,,Planned,,DIAT_TST,Diatom Taxa,53191414,1,0,Taxon name,Cocconeis placentula var. euglypta,NONE,Cocconeis placentula var. euglypta,NBNSYS0100010347,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148163,,Planned,,DIAT_TST,Diatom Taxa,53191417,2,0,Taxon abundance,6,NONE,Parlibellus protracta,NBNSYS0100010347,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148163,,Planned,,DIAT_TST,Diatom Taxa,53191416,1,0,Taxon name,Parlibellus protracta,NONE,Parlibellus protracta,NBNSYS0100010347,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148175,,Planned,,DIAT_TST,Diatom Taxa,53191481,2,0,Taxon abundance,4,NONE,Navicula cryptotenella,NBNSYS0100013383,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148175,,Planned,,DIAT_TST,Diatom Taxa,53191480,1,0,Taxon name,Navicula cryptotenella,NONE,Navicula cryptotenella,NBNSYS0100013383,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148164,,Planned,,DIAT_TST,Diatom Taxa,53191419,2,0,Taxon abundance,2,NONE,Navicula tripunctata,NBNSYS0100013626,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148164,,Planned,,DIAT_TST,Diatom Taxa,53191418,1,0,Taxon name,Navicula tripunctata,NONE,Navicula tripunctata,NBNSYS0100013626,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148165,,Planned,,DIAT_TST,Diatom Taxa,53191421,2,0,Taxon abundance,3,NONE,Gomphonema olivaceum var. minutissima,NBNSYS0100013626,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148165,,Planned,,DIAT_TST,Diatom Taxa,53191420,1,0,Taxon name,Gomphonema olivaceum var. minutissima,NONE,Gomphonema olivaceum var. minutissima,NBNSYS0100013626,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148166,,Planned,,DIAT_TST,Diatom Taxa,53191423,2,0,Taxon abundance,19,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148166,,Planned,,DIAT_TST,Diatom Taxa,53191422,1,0,Taxon name,Nitzschia sociabilis,NONE,Nitzschia sociabilis,NBNSYS0100013914,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148172,,Planned,,DIAT_TST,Diatom Taxa,53191475,2,0,Taxon abundance,3,NONE,Nitzschia dissipata subsp. media,NBNSYS0100013914,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148172,,Planned,,DIAT_TST,Diatom Taxa,53191474,1,0,Taxon name,Nitzschia dissipata subsp. media,NONE,Nitzschia dissipata subsp. media,NBNSYS0100013914,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148173,,Planned,,DIAT_TST,Diatom Taxa,53191477,2,0,Taxon abundance,8,NONE,Nitzschia dissipata,NBNSYS0100013808,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148173,,Planned,,DIAT_TST,Diatom Taxa,53191476,1,0,Taxon name,Nitzschia dissipata,NONE,Nitzschia dissipata,NBNSYS0100013808,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148174,,Planned,,DIAT_TST,Diatom Taxa,53191479,2,0,Taxon abundance,5,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148174,,Planned,,DIAT_TST,Diatom Taxa,53191478,1,0,Taxon name,Rhoicosphenia abbreviata,NONE,Rhoicosphenia abbreviata,NBNSYS0100015002,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148176,,Planned,,DIAT_TST,Diatom Taxa,53191483,2,0,Taxon abundance,2,NONE,Nitzschia tubicola,NBNSYS0100013935,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148176,,Planned,,DIAT_TST,Diatom Taxa,53191482,1,0,Taxon name,Nitzschia tubicola,NONE,Nitzschia tubicola,NBNSYS0100013935,,
536475,RIV_BIOTA,03/05/2018,ROWH,3435813,11148177,,Planned,,DIAT_TST,Diatom Taxa,53191485,2,0,Taxon abundance,1,NONE,Encyonema minutum,NBNSYS0100011530,,
